strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S1,1,1.461723319,1.4646225252,0.0972130302,0.9027869698,0.0244939783,2.6212328851,0.049205715,0.1452203455,LINEAR
S1,1,1.5123167876,1.5181821987,0.0881242573,0.9118757427,0.0235551822,0,0.0419569486,0.1342915661,LINEAR
S1,1,1.5739356915,1.5926016632,0.0881242573,0.9118757427,0.0235551822,2.2919376129,0.0419569486,0.1342915661,LINEAR
S1,1,1.6502721331,1.660491052,0.0468983205,0.9531016795,0.0175372331,0,0.0125259753,0.0812706657,LINEAR
S1,1,1.6875111479,1.6957639746,0.0468983205,0.9531016795,0.0175372331,14.395222213,0.0125259753,0.0812706657,LINEAR
S1,1,1.7144312586,1.7203427541,0.0248078075,0.9751921925,0.0111650412,0,0.0029247288,0.0466908861,LINEAR
S1,1,1.917467966,1.9484019905,0.0248078075,0.9751921925,0.0111650412,1.6964361013,0.0029247288,0.0466908861,LINEAR
S1,1,2.4054418176,2.4827586715,0.0248078075,0.9751921925,0.0111650412,10.705079591,0.0029247288,0.0466908861,LINEAR
S1,1,2.9691609435,I,0,1,0,0,0,0,LINEAR
S2,0,0.6299020855,0.6434384963,0.9879438587,0.0120561413,0.0092599036,0,0.9697947811,1,LINEAR
S2,0,0.840118442,0.8459556701,0.9635697791,0.0364302209,0.0157318998,0,0.932735822,0.9944037362,LINEAR
S2,0,1.0307571748,1.0747388571,0.9071077643,0.0928922357,0.0217128958,0,0.8645512705,0.9496642582,LINEAR
S2,0,1.2260213625,1.2291786039,0.9071077643,0.0928922357,0.0217128958,23.527229572,0.8645512705,0.9496642582,LINEAR
S2,0,1.2640566714,1.2699794012,0.9071077643,0.0928922357,0.0217128958,20.662291012,0.8645512705,0.9496642582,LINEAR
S2,0,1.2748229352,1.2828088451,0.9071077643,0.0928922357,0.0217128958,27.181336901,0.8645512705,0.9496642582,LINEAR
S2,0,1.3170357698,1.3205636041,0.9071077643,0.0928922357,0.0217128958,27.386458373,0.8645512705,0.9496642582,LINEAR
S2,0,1.3440425487,1.3495892665,0.9071077643,0.0928922357,0.0217128958,28.419784397,0.8645512705,0.9496642582,LINEAR
S2,0,1.3707516147,1.4007473252,0.9071077643,0.0928922357,0.0217128958,33.723873281,0.8645512705,0.9496642582,LINEAR
S2,0,1.4296029892,1.4299740125,0.9071077643,0.0928922357,0.0217128958,39.027962165,0.8645512705,0.9496642582,LINEAR
S2,0,1.5508547996,1.5547842467,0.8789937827,0.1210062173,0.0261148624,0,0.827809593,0.9301779723,LINEAR
S2,0,1.5895086504,1.5957250474,0.8420077746,0.1579922254,0.0285604956,0,0.7860302318,0.8979853174,LINEAR
S2,0,1.6191812062,1.625019544,0.8420077746,0.1579922254,0.0285604956,6.6007072442,0.7860302318,0.8979853174,LINEAR
S2,0,1.6263116323,1.6444696171,0.8420077746,0.1579922254,0.0285604956,11.742495126,0.7860302318,0.8979853174,LINEAR
S2,0,1.6610288464,1.6659717296,0.8420077746,0.1579922254,0.0285604956,24.445789633,0.7860302318,0.8979853174,LINEAR
S2,0,1.7449215925,1.7467821023,0.8420077746,0.1579922254,0.0285604956,9.685137603,0.7860302318,0.8979853174,LINEAR
S2,0,1.7639504906,1.7701089016,0.8420077746,0.1579922254,0.0285604956,6.2536650348,0.7860302318,0.8979853174,LINEAR
