trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
0,0.4701416477,0.4726468501,0.8905187876,0.1094812124,0.0266767478,0,0.8382333227,0.9428042526,LINEAR
0,0.5368424918,0.5410332066,0.8905187876,0.1094812124,0.0266767478,15.394836925,0.8382333227,0.9428042526,LINEAR
0,0.5852127738,0.5939937582,0.8905187876,0.1094812124,0.0266767478,4.8178864654,0.8382333227,0.9428042526,LINEAR
0,0.6650941079,0.6684522363,0.8905187876,0.1094812124,0.0266767478,5.5539579129,0.8382333227,0.9428042526,LINEAR
0,0.7290629719,0.7397482985,0.8546489609,0.1453510391,0.0293327431,0,0.7971578408,0.912140081,LINEAR
0,0.8400761745,0.8531147983,0.8546489609,0.1453510391,0.0293327431,2.2410430667,0.7971578408,0.912140081,LINEAR
0,0.8743205275,0.8791145766,0.8011889979,0.1988110021,0.0319408573,0,0.738586068,0.8637919278,LINEAR
0,0.8815444215,0.8894514595,0.8011889979,0.1988110021,0.0319408573,2.8008382344,0.738586068,0.8637919278,LINEAR
0,0.9697828529,0.9730921976,0.8011889979,0.1988110021,0.0319408573,18.302996624,0.738586068,0.8637919278,LINEAR
0,1.0108611204,1.0130655934,0.8011889979,0.1988110021,0.0319408573,16.163135352,0.738586068,0.8637919278,LINEAR
0,1.0659745202,1.0778449309,0.7989750438,0.2010249562,0.0320199287,0,0.7362171368,0.8617329508,LINEAR
0,1.0976678738,1.1024984585,0.7989750438,0.2010249562,0.0320199287,0.2208446109,0.7362171368,0.8617329508,LINEAR
0,1.1233264985,1.1299676107,0.7706860975,0.2293139025,0.0336191267,0,0.7047938199,0.8365783751,LINEAR
0,1.1369196359,1.1371156327,0.7706860975,0.2293139025,0.0336191267,2.620817539,0.7047938199,0.8365783751,LINEAR
0,1.1702901194,1.1717384954,0.7053287957,0.2946712043,0.0359390776,0,0.634889498,0.7757680933,LINEAR
0,1.1977733695,1.201625674,0.7053287957,0.2946712043,0.0359390776,8.2608326233,0.634889498,0.7757680933,LINEAR
