trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
1,1.2836380906,1.2843927433,0.4466112986,0.5533887014,0.0379624477,3.5926462822,0.3722062684,0.5210163288,LINEAR
1,1.2906712412,1.2928209654,0.4466112986,0.5533887014,0.0379624477,5.5414165816,0.3722062684,0.5210163288,LINEAR
1,1.3275017862,1.3283849263,0.4466112986,0.5533887014,0.0379624477,0.5790568555,0.3722062684,0.5210163288,LINEAR
1,1.3345476049,1.3428504262,0.3587398794,0.6412601206,0.0389033593,0,0.2824906962,0.4349890626,LINEAR
1,1.3466096842,1.3505246986,0.3587398794,0.6412601206,0.0389033593,2.9240420204,0.2824906962,0.4349890626,LINEAR
1,1.3668437388,1.3692202677,0.3079441118,0.6920558882,0.0377837931,0,0.2338892381,0.3819989854,LINEAR
1,1.372966995,1.3770108085,0.2555480949,0.7444519051,0.0354317048,0,0.1861032296,0.3249929602,LINEAR
1,1.3982795703,1.3987662526,0.2555480949,0.7444519051,0.0354317048,13.357111193,0.1861032296,0.3249929602,LINEAR
1,1.4256148606,1.4263797348,0.2555480949,0.7444519051,0.0354317048,25.585113705,0.1861032296,0.3249929602,LINEAR
1,1.4265285812,1.4296353738,0.2555480949,0.7444519051,0.0354317048,23.033705424,0.1861032296,0.3249929602,LINEAR
1,1.4529047566,1.4557386864,0.2555480949,0.7444519051,0.0354317048,21.175612428,0.1861032296,0.3249929602,LINEAR
1,1.4611036154,1.4674139239,0.2555480949,0.7444519051,0.0354317048,18.635997592,0.1861032296,0.3249929602,LINEAR
1,1.476217529,1.4935581262,0.2555480949,0.7444519051,0.0354317048,15.143477977,0.1861032296,0.3249929602,LINEAR
1,1.4941023965,1.5094470628,0.2555480949,0.7444519051,0.0354317048,13.082976915,0.1861032296,0.3249929602,LINEAR
1,1.5410173954,1.5510920106,0.2555480949,0.7444519051,0.0354317048,4.3155501446,0.1861032296,0.3249929602,LINEAR
1,1.6063803216,1.6065962626,0.2555480949,0.7444519051,0.0354317048,0.1205393566,0.1861032296,0.3249929602,LINEAR
1,1.6135345614,1.6322397491,0.0976252276,0.9023747724,0.0238341703,0,0.0509111122,0.144339343,LINEAR
1,1.7145713374,1.7257210889,0.0976252276,0.9023747724,0.0238341703,19.679866262,0.0509111122,0.144339343,LINEAR
1,1.77134556,1.7743010642,0.0976252276,0.9023747724,0.0238341703,22.014580513,0.0509111122,0.144339343,LINEAR
1,1.7804681784,1.7929165593,0.0976252276,0.9023747724,0.0238341703,7.8602777673,0.0509111122,0.144339343,LINEAR
1,1.799309527,1.8031549258,0.065507841,0.934492159,0.0198824729,0,0.0265389101,0.1044767718,LINEAR
1,1.8788076765,1.8858319427,0.065507841,0.934492159,0.0198824729,2.2955816377,0.0265389101,0.1044767718,LINEAR
1,1.9395610504,1.942281983,0.065507841,0.934492159,0.0198824729,10.688240857,0.0265389101,0.1044767718,LINEAR
1,1.9752438117,1.9772800581,0.065507841,0.934492159,0.0198824729,2.8843367016,0.0265389101,0.1044767718,LINEAR
