strata,trt,LeftBoundary,RightBoundary,SurvProb,FailProb,IMStderr,LagrangeMult,SurvProb_LCL,SurvProb_UCL,ConfType
S2,0,3.6073783711,3.6566438898,0.4311841055,0.5688158945,0.0414494115,2.499594256,0.3499447517,0.5124234592,LINEAR
S2,0,3.6859975797,3.7191646895,0.3392723675,0.6607276325,0.0393924063,0,0.2620646698,0.4164800651,LINEAR
S2,0,3.8684030105,3.8834708952,0.3392723675,0.6607276325,0.0393924063,6.2898400146,0.2620646698,0.4164800651,LINEAR
S2,0,4.0446059606,4.1198755963,0.3392723675,0.6607276325,0.0393924063,13.461110004,0.2620646698,0.4164800651,LINEAR
S2,0,4.1619793307,4.253555234,0.3392723675,0.6607276325,0.0393924063,9.6780340761,0.2620646698,0.4164800651,LINEAR
S2,0,4.4200368905,4.4655954134,0.2482961915,0.7517038085,0.0524856977,0,0.1454261143,0.3511662688,LINEAR
S2,0,4.5176302874,4.6769378976,0.2439044371,0.7560955629,0.0516395574,0,0.1426927645,0.3451161097,LINEAR
S2,0,5.1678514355,I,0,1,0,0,0,0,LINEAR
S2,1,0.3236628417,0.3244412108,0.9521781172,0.0478218828,0.0204902746,0,0.912017917,0.9923383175,LINEAR
S2,1,0.3912026538,0.3950814567,0.7838349305,0.2161650695,0.0350020235,0,0.715232225,0.852437636,LINEAR
S2,1,0.4616352222,0.4738301234,0.7838349305,0.2161650695,0.0350020235,0.606050652,0.715232225,0.852437636,LINEAR
S2,1,0.5037071561,0.5099695785,0.7838349305,0.2161650695,0.0350020235,8.6497081363,0.715232225,0.852437636,LINEAR
S2,1,0.5123832049,0.5135286943,0.7838349305,0.2161650695,0.0350020235,10.40199808,0.715232225,0.852437636,LINEAR
S2,1,0.5244848309,0.5485928268,0.7838349305,0.2161650695,0.0350020235,10.878509207,0.715232225,0.852437636,LINEAR
S2,1,0.5904543106,0.5907650082,0.7838349305,0.2161650695,0.0350020235,7.2343115949,0.715232225,0.852437636,LINEAR
S2,1,0.6631766493,0.6791398404,0.7306051264,0.2693948736,0.0374396641,0,0.6572247332,0.8039855197,LINEAR
S2,1,0.6902766796,0.7435926585,0.7306051264,0.2693948736,0.0374396641,4.0312263008,0.6572247332,0.8039855197,LINEAR
S2,1,0.7848810419,0.844096993,0.6778492396,0.3221507604,0.0386122175,0,0.6021706839,0.7535277954,LINEAR
S2,1,0.8520361953,0.8577791792,0.6778492396,0.3221507604,0.0386122175,4.7331086099,0.6021706839,0.7535277954,LINEAR
S2,1,0.8672766034,0.8888346506,0.6778492396,0.3221507604,0.0386122175,4.4908929365,0.6021706839,0.7535277954,LINEAR
S2,1,0.9325508429,0.9445025385,0.6778492396,0.3221507604,0.0386122175,4.1517125594,0.6021706839,0.7535277954,LINEAR
S2,1,0.9512585513,0.9832765646,0.6778492396,0.3221507604,0.0386122175,3.1233635343,0.6021706839,0.7535277954,LINEAR
S2,1,1.0043563438,1.079430262,0.6778492396,0.3221507604,0.0386122175,4.3748003052,0.6021706839,0.7535277954,LINEAR
S2,1,1.0925089652,1.0967347049,0.6416204807,0.3583795193,0.0390186112,0,0.565145408,0.7180955533,LINEAR
S2,1,1.1212885655,1.1298026912,0.6416204807,0.3583795193,0.0390186112,3.4073093074,0.565145408,0.7180955533,LINEAR
S2,1,1.1460591932,1.1643771179,0.6416204807,0.3583795193,0.0390186112,2.3896334612,0.565145408,0.7180955533,LINEAR
